Order Date,Region,Category,Quantity,Sales,Profit
2025-03-20,East,Technology,11,131.21,-0.55
2024-12-03,West,Furniture,3,1362.78,-40.61
2025-04-10,West,Office Supplies,9,1829.02,468.85
2024-01-22,East,Technology,7,422.97,-457.02
2023-01-26,Central,Office Supplies,6,740.14,-352.16
2024-03-06,South,Office Supplies,10,1038.33,297.11
2023-03-11,Central,Office Supplies,16,1321.19,286.84
2022-06-01,South,Office Supplies,20,1909.61,-302.31
2022-07-04,West,Office Supplies,19,428.64,88.12
2023-08-30,Central,Office Supplies,17,1266.74,201.31
2024-07-27,Central,Office Supplies,5,463.33,-275.26
2024-12-30,West,Office Supplies,20,726.0,-316.04
2022-10-17,Central,Furniture,20,1687.11,-388.29
2024-10-17,East,Office Supplies,3,965.65,-171.61
2022-10-15,Central,Office Supplies,8,1873.53,-24.73
2024-06-08,Central,Furniture,8,1187.82,25.2
2022-08-10,East,Technology,6,1167.64,-286.6
2022-06-17,East,Furniture,14,1235.81,-11.32
2024-09-24,South,Furniture,13,911.31,-477.52
2023-03-15,West,Technology,3,1086.93,436.91
2023-09-10,Central,Technology,10,166.06,101.05
2022-10-24,East,Office Supplies,8,998.04,-394.56
2024-11-26,West,Furniture,10,892.39,-318.68
2022-07-07,South,Furniture,10,1460.79,112.82
2024-06-24,East,Office Supplies,5,1112.06,1.43
2024-03-15,West,Furniture,7,349.18,-377.55
2022-11-06,South,Furniture,2,667.37,-291.65
2023-06-13,West,Furniture,7,296.39,383.01
2023-06-22,South,Office Supplies,4,1342.0,293.85
2024-09-30,South,Furniture,19,1776.29,350.04
2024-08-12,Central,Office Supplies,5,1779.02,375.97
2024-08-13,South,Office Supplies,18,1360.0,69.62
2024-12-14,West,Office Supplies,5,162.34,-464.84
2024-02-24,Central,Furniture,15,959.76,-165.36
2022-08-17,West,Furniture,7,1953.91,-350.69
2023-09-20,Central,Office Supplies,2,1154.55,469.18
2022-04-24,East,Furniture,11,896.21,313.43
2024-06-30,West,Technology,17,1929.21,261.67
2022-09-01,Central,Technology,7,1988.11,199.29
2024-04-18,East,Office Supplies,8,1065.95,-156.77
2023-11-17,Central,Furniture,20,285.33,-88.03
2024-03-26,East,Office Supplies,19,975.69,84.95
2022-12-07,South,Office Supplies,18,519.77,26.12
2022-05-17,West,Office Supplies,16,1322.18,379.33
2024-01-23,South,Office Supplies,9,1747.09,-225.87
2024-08-13,South,Office Supplies,9,359.4,391.86
2024-02-21,South,Furniture,18,1166.58,-359.76
2022-10-13,West,Technology,11,1925.64,67.35
2023-09-27,South,Technology,16,1766.3,68.62
2024-11-24,South,Office Supplies,4,172.36,393.21
2024-12-15,West,Technology,2,851.86,-253.78
2024-05-08,Central,Office Supplies,5,996.44,100.1
2023-11-02,West,Furniture,20,908.32,-119.63
2022-11-17,West,Technology,4,1226.37,468.63
2024-04-19,South,Office Supplies,13,218.29,-116.16
2024-04-29,South,Office Supplies,7,886.72,37.17
2023-02-16,West,Office Supplies,6,1808.52,378.96
2023-07-10,Central,Office Supplies,3,1072.02,389.14
2024-10-04,East,Furniture,16,1781.9,-186.85
2023-04-14,East,Furniture,9,671.24,305.78
2024-07-06,East,Furniture,10,1632.3,-250.44
2023-11-14,East,Technology,14,668.67,-497.2
2023-09-30,West,Technology,7,433.92,13.67
2023-12-02,Central,Technology,10,935.34,363.51
2025-03-19,East,Technology,13,462.78,119.02
2023-11-22,South,Furniture,15,1446.55,464.22
2024-10-10,West,Technology,6,95.61,345.14
2023-11-23,South,Office Supplies,15,276.18,-417.81
2022-04-21,South,Office Supplies,3,1936.81,-395.39
2024-02-26,South,Technology,9,219.01,73.64
2023-09-28,South,Technology,3,1902.57,-199.82
2023-10-23,Central,Furniture,3,965.86,334.65
2023-04-22,East,Technology,14,971.45,261.93
2023-03-18,South,Furniture,19,1672.12,-150.59
2023-10-02,East,Technology,7,640.46,209.91
2022-11-26,South,Office Supplies,8,807.55,0.8
2025-04-12,West,Furniture,18,1972.47,499.42
2022-10-08,East,Technology,1,969.97,-470.15
2025-02-15,East,Furniture,3,207.32,-337.91
2022-10-06,West,Furniture,5,523.89,-299.21
2022-04-18,South,Office Supplies,17,1899.97,-296.46
2023-08-02,South,Technology,1,493.53,-405.69
2024-03-13,West,Technology,2,1419.51,390.14
2023-12-31,South,Office Supplies,5,292.98,363.01
2023-04-11,East,Technology,10,1733.76,-366.78
2025-02-03,West,Technology,12,1185.32,-346.99
2024-02-18,East,Office Supplies,2,1355.84,336.92
2024-05-27,South,Furniture,16,1162.34,238.28
2025-03-30,West,Office Supplies,5,451.09,-9.81
2023-01-02,South,Furniture,7,1283.16,76.06
2023-03-09,East,Furniture,11,1772.59,394.42
2023-07-12,Central,Furniture,6,18.79,318.24
2023-05-15,South,Technology,1,1552.25,498.77
2023-03-13,Central,Furniture,17,59.84,-219.85
2024-05-25,South,Technology,3,325.76,-189.74
2024-07-12,West,Office Supplies,1,936.58,-452.2
2022-11-10,West,Technology,4,1757.6,-191.95
2023-10-14,East,Office Supplies,12,1964.0,188.63
2023-10-23,East,Office Supplies,4,1612.85,248.49
2022-08-18,West,Furniture,19,1958.96,407.41
2023-03-20,Central,Furniture,2,653.44,469.38
2023-10-27,West,Technology,3,1975.4,162.58
2022-04-18,South,Office Supplies,11,1803.37,212.76
2025-03-05,South,Furniture,2,570.96,-37.36
2022-10-05,South,Furniture,19,852.55,313.22
2025-03-11,West,Office Supplies,8,1088.6,93.76
2022-07-18,West,Office Supplies,20,1265.88,-12.91
2022-09-20,South,Technology,8,878.33,-388.18
2024-12-10,Central,Furniture,1,1920.69,-450.81
2024-02-21,South,Office Supplies,20,1426.42,227.04
2023-03-23,West,Technology,6,1697.7,137.34
2023-08-14,East,Office Supplies,6,1467.37,-373.71
2024-04-19,South,Furniture,19,1005.5,375.21
2024-12-23,West,Office Supplies,6,848.0,-61.13
2024-09-22,West,Furniture,19,506.91,497.65
2024-06-03,West,Office Supplies,18,1379.77,-7.49
2024-01-17,South,Technology,9,1552.21,312.02
2024-09-20,Central,Office Supplies,20,689.9,-482.65
2025-01-31,East,Office Supplies,2,704.57,-472.09
2024-01-28,West,Office Supplies,13,1113.62,21.27
2025-04-15,West,Office Supplies,10,1487.44,43.4
2022-09-06,East,Furniture,20,1728.2,-349.67
2023-06-14,West,Office Supplies,6,1617.85,179.21
2025-04-15,East,Office Supplies,9,1703.58,24.03
2023-02-09,Central,Office Supplies,9,351.86,-426.04
2022-09-27,Central,Furniture,18,971.17,397.81
2024-03-14,South,Technology,17,742.12,-387.87
2024-08-11,Central,Furniture,20,695.68,-488.65
2025-02-16,South,Technology,18,435.4,-176.84
2022-11-25,Central,Office Supplies,9,198.84,-271.03
2022-09-17,Central,Office Supplies,9,1864.35,435.83
2022-05-01,East,Office Supplies,5,481.71,170.32
2022-10-08,East,Office Supplies,13,680.9,-299.8
2024-11-17,East,Technology,10,720.01,37.2
2024-03-31,West,Office Supplies,2,874.91,-415.92
2022-05-14,East,Furniture,9,1305.43,364.54
2022-05-05,South,Furniture,2,1777.29,178.84
2024-07-13,East,Furniture,10,1180.6,414.51
2022-06-12,West,Furniture,15,1383.57,-420.3
2025-04-09,South,Technology,16,1927.66,153.75
2022-10-11,Central,Technology,17,1314.55,-422.12
2024-06-10,East,Furniture,11,1195.37,-123.96
2025-01-05,Central,Technology,2,1485.29,253.07
2022-06-17,West,Office Supplies,14,879.86,332.17
2024-07-20,South,Furniture,13,1000.57,-290.55
2023-01-25,Central,Furniture,6,1460.08,-318.47
2022-07-26,East,Technology,14,342.96,-266.9
2023-09-21,South,Office Supplies,19,308.21,256.71
2023-07-23,West,Technology,15,1451.92,231.32
2024-12-27,East,Office Supplies,13,499.54,478.51
2023-12-28,Central,Technology,10,1687.41,-160.85
2023-05-20,East,Technology,7,1248.74,230.83
2023-09-27,West,Furniture,2,1215.91,-318.24
2024-07-07,Central,Office Supplies,19,1606.89,350.7
2023-06-08,West,Technology,10,443.21,379.81
2023-10-27,South,Office Supplies,11,1185.85,13.28
2023-04-17,West,Technology,8,721.11,218.28
2023-04-17,West,Furniture,20,1161.99,215.57
2024-09-12,West,Office Supplies,10,231.6,-23.6
2025-04-03,West,Office Supplies,6,188.59,-172.69
2023-02-03,Central,Technology,4,55.95,-433.31
2022-06-06,East,Office Supplies,10,1440.15,247.83
2022-06-23,West,Technology,19,344.98,-271.24
2024-02-12,East,Office Supplies,6,1906.03,-182.12
2024-10-30,East,Furniture,18,1506.99,-425.36
2023-04-15,East,Office Supplies,16,342.8,421.38
2025-04-10,East,Technology,14,1538.63,-165.53
2023-01-09,East,Furniture,9,1788.79,-160.02
2023-02-07,West,Office Supplies,7,165.41,-351.54
2024-10-18,South,Office Supplies,13,369.59,412.99
2024-11-16,West,Furniture,5,446.59,231.13
2023-11-03,South,Furniture,2,109.68,-295.95
2022-04-18,West,Office Supplies,8,883.34,-289.52
2023-11-18,South,Furniture,9,1019.59,256.09
2024-07-13,West,Office Supplies,8,971.27,-318.84
2025-04-02,West,Office Supplies,5,888.54,88.61
2022-05-09,South,Technology,5,1226.19,-446.2
2023-12-05,South,Furniture,16,233.64,-499.54
2024-06-11,South,Office Supplies,6,1168.54,-195.23
2024-09-22,West,Technology,20,1480.74,53.98
2023-09-01,South,Furniture,13,1023.33,126.41
2022-10-27,West,Technology,6,223.55,-346.68
2025-03-05,West,Office Supplies,19,1143.33,-413.75
2023-06-11,Central,Technology,7,1378.36,-184.8
2023-11-19,South,Technology,17,418.39,442.68
2022-08-25,West,Technology,1,1142.69,271.73
2024-09-24,West,Technology,18,878.57,413.41
2024-11-30,Central,Technology,3,1585.48,324.13
2024-08-29,East,Furniture,18,978.79,-95.65
2023-06-01,West,Furniture,4,1831.35,-160.09
2024-09-03,East,Office Supplies,2,1151.97,-121.09
2023-03-26,South,Furniture,5,235.49,-121.42
2022-09-07,Central,Technology,9,761.68,-498.58
2023-11-26,Central,Furniture,8,1833.12,195.04
2022-09-01,South,Technology,2,1863.76,-284.89
2024-12-14,West,Technology,5,368.6,471.86
2023-07-17,South,Furniture,3,1861.6,146.38
2023-06-22,East,Furniture,4,786.41,341.03
2022-08-03,East,Furniture,12,758.76,19.72
2022-09-20,Central,Technology,1,64.09,-303.27
2024-12-06,West,Furniture,15,1046.34,-488.73
2023-04-18,Central,Technology,20,843.31,437.52
2022-11-16,South,Furniture,6,31.61,313.75
2023-06-27,West,Furniture,13,1040.33,77.76
2022-08-19,West,Office Supplies,20,918.7,-220.17
2022-09-06,West,Office Supplies,12,1640.26,22.43
2024-10-19,South,Technology,3,1110.28,423.38
2022-10-18,South,Furniture,11,415.79,430.0
2022-11-10,West,Furniture,17,1822.95,222.13
2024-08-03,South,Technology,18,140.78,-56.93
2023-12-06,South,Office Supplies,16,1358.44,-292.17
2022-05-17,East,Furniture,20,1104.67,-356.51
2022-06-07,East,Furniture,13,1690.72,233.06
2022-07-07,East,Technology,7,1107.57,228.25
2023-02-28,West,Office Supplies,7,1793.73,200.84
2023-06-26,East,Furniture,11,175.77,343.69
2022-10-16,Central,Furniture,18,1595.0,-366.84
2023-04-03,West,Office Supplies,17,860.64,282.6
2025-03-30,East,Office Supplies,14,1935.0,366.94
2024-04-13,West,Furniture,2,697.98,77.96
2023-08-29,South,Technology,7,1951.08,-10.37
2025-04-06,East,Technology,19,547.51,-448.0
2024-06-29,East,Technology,3,1150.76,483.39
2023-03-29,West,Furniture,11,140.04,-89.98
2022-09-02,East,Furniture,10,1594.52,-390.79
2022-10-21,Central,Furniture,10,1607.16,53.38
2023-11-09,West,Furniture,14,750.59,-77.73
2024-12-06,South,Technology,17,296.55,112.41
2023-02-06,Central,Furniture,12,1567.76,-428.33
2024-07-23,South,Technology,13,264.19,-117.6
2024-02-03,West,Office Supplies,2,1689.65,52.04
2024-11-08,East,Furniture,8,1133.52,297.25
2023-05-08,East,Furniture,4,1314.25,-30.6
2023-06-01,West,Technology,14,987.29,276.05
2024-06-03,West,Office Supplies,1,1582.87,225.78
2023-11-12,West,Furniture,14,1496.16,-448.42
2024-09-09,East,Office Supplies,9,1820.28,101.15
2024-10-15,Central,Furniture,3,947.16,-47.1
2024-09-15,East,Technology,14,1455.1,-48.99
2022-08-16,South,Technology,2,165.3,284.49
2024-02-14,South,Furniture,10,1548.08,96.45
2023-01-18,South,Furniture,8,74.87,-248.51
2022-11-27,South,Technology,14,511.44,-353.03
2024-12-02,Central,Office Supplies,8,233.73,453.57
2023-05-08,West,Office Supplies,6,1636.08,180.53
2022-10-06,East,Technology,14,1509.18,140.84
2022-10-10,East,Technology,20,96.98,419.68
2022-09-20,South,Furniture,1,720.94,-61.05
2024-09-07,Central,Technology,18,1900.02,76.24
2023-07-23,Central,Furniture,16,1569.09,-12.15
2024-11-12,Central,Office Supplies,8,247.74,295.33
2023-12-27,East,Furniture,12,789.26,54.64
2025-01-11,Central,Technology,17,207.75,-159.17
2023-12-06,Central,Furniture,17,1036.98,-388.68
2022-11-14,Central,Technology,14,276.59,-359.98
2023-08-12,South,Technology,13,1569.98,-99.04
2024-12-06,East,Office Supplies,9,1441.12,8.95
2024-09-25,South,Technology,19,1060.97,-417.65
2022-08-25,East,Office Supplies,8,246.38,-22.76
2024-03-15,West,Technology,13,1490.75,-350.89
2023-09-10,South,Furniture,10,1385.4,-379.66
2023-02-06,South,Office Supplies,7,1400.55,417.88
2023-07-24,West,Technology,1,170.41,178.26
2023-03-07,West,Technology,17,1036.74,-296.33
2024-10-04,West,Technology,3,247.21,-68.67
2023-09-05,South,Furniture,8,1204.38,54.76
2022-08-02,West,Furniture,18,232.49,-309.18
2025-03-31,South,Office Supplies,15,1757.67,-353.07
2023-04-02,West,Furniture,19,868.76,-260.41
2022-10-22,Central,Furniture,19,1611.22,206.35
2023-08-23,West,Technology,11,110.29,405.53
2024-01-05,East,Technology,8,1478.33,-397.41
2025-02-22,Central,Technology,12,334.73,-105.48
2023-03-31,West,Office Supplies,8,1367.37,-252.29
2024-08-13,Central,Technology,4,846.77,-261.12
2024-01-01,West,Office Supplies,10,1325.54,-366.56
2024-05-22,South,Office Supplies,14,809.14,161.09
2023-01-24,South,Office Supplies,18,698.54,-284.63
2022-12-29,West,Technology,5,32.13,267.91
2023-05-02,West,Office Supplies,10,1237.9,490.42
2022-08-08,East,Furniture,2,1497.2,-21.4
2022-12-17,Central,Office Supplies,8,472.31,148.5
2024-06-02,South,Office Supplies,13,643.57,-435.65
2024-06-27,Central,Office Supplies,19,1349.9,-71.58
2023-06-03,East,Technology,1,1775.93,-55.46
2025-03-14,Central,Furniture,20,680.92,114.74
2024-09-12,Central,Office Supplies,10,1554.86,325.2
2024-10-18,West,Technology,6,598.18,-257.33
2024-07-13,West,Technology,16,388.71,-295.56
2022-07-26,Central,Furniture,14,1309.94,-366.46
2024-04-02,West,Furniture,11,275.46,-169.02
2022-09-11,South,Technology,5,1494.81,269.95
2023-06-26,West,Furniture,1,1403.67,-364.3
2022-12-27,East,Technology,3,1394.54,102.6
2025-03-02,South,Furniture,11,1233.68,30.6
2024-09-14,South,Office Supplies,16,1945.13,-251.14
2024-10-15,West,Office Supplies,6,95.01,-234.36
2024-07-22,West,Technology,4,1678.46,61.85
2023-08-08,East,Furniture,16,1654.03,268.44
2023-03-13,East,Technology,14,1948.23,-39.18
2022-05-20,East,Furniture,5,1248.07,-305.97
2022-04-20,South,Office Supplies,18,457.66,-476.87
2023-07-15,South,Office Supplies,2,552.1,279.32
2023-03-12,East,Office Supplies,17,1190.65,-474.85
2024-11-22,East,Furniture,19,291.11,-325.73
2024-12-29,Central,Office Supplies,6,1588.48,170.7
2024-03-28,West,Furniture,17,87.61,-263.42
2022-12-25,East,Technology,9,852.72,-457.08
2025-03-22,West,Furniture,13,1270.25,-179.36
2023-09-19,East,Technology,10,1207.58,226.44
2023-05-07,West,Furniture,20,1564.11,349.86
2024-07-18,Central,Technology,9,758.79,-391.23
2023-03-27,East,Office Supplies,6,1457.97,100.73
2022-10-26,West,Furniture,5,1743.72,-100.51
2024-02-25,West,Technology,14,720.5,-284.75
2023-03-06,West,Technology,6,1329.03,498.5
2022-12-05,West,Office Supplies,14,1955.33,-422.54
2023-05-01,South,Furniture,16,1944.89,141.04
2023-08-19,South,Technology,12,750.42,25.37
2024-07-13,Central,Technology,11,956.24,-396.03
2023-09-08,Central,Technology,20,852.44,394.1
2024-12-23,East,Technology,11,222.77,-499.62
2025-04-03,East,Furniture,20,1582.32,378.63
2024-11-15,West,Office Supplies,7,1816.91,375.49
2023-03-31,South,Furniture,6,1340.04,-293.33
2023-09-10,East,Furniture,6,438.57,183.84
2024-02-16,West,Furniture,4,981.48,-468.65
2022-07-15,East,Furniture,6,1087.15,-383.1
2023-01-29,Central,Furniture,8,1751.67,-100.28
2022-08-26,South,Office Supplies,15,1038.85,-404.85
2025-03-23,East,Office Supplies,18,768.13,-317.95
2023-10-10,West,Furniture,16,94.83,86.12
2024-06-23,East,Technology,16,145.76,356.26
2025-02-14,East,Furniture,3,1332.45,-274.24
2025-03-03,West,Technology,17,349.3,-279.97
2024-05-06,West,Office Supplies,7,1866.61,380.3
2022-10-30,South,Technology,19,1396.28,-124.77
2024-08-23,South,Office Supplies,4,571.19,254.48
2023-03-01,East,Furniture,2,1856.35,176.58
2024-06-26,West,Office Supplies,2,1967.31,-128.27
2023-11-27,East,Technology,14,1349.67,377.81
2024-09-17,East,Office Supplies,12,1109.29,-181.17
2024-02-25,West,Technology,3,684.23,-155.7
2023-02-27,East,Office Supplies,17,334.37,-490.79
2025-02-18,West,Furniture,19,1252.4,-314.66
2022-12-17,East,Technology,18,780.12,257.13
2024-05-16,West,Technology,15,922.89,421.6
2022-07-23,Central,Furniture,18,1090.94,60.48
2022-12-31,South,Office Supplies,5,597.38,14.33
2025-02-01,West,Technology,9,671.65,-55.74
2024-10-02,East,Office Supplies,8,1755.0,188.93
2024-09-02,East,Office Supplies,12,1828.34,-362.7
2024-04-13,Central,Office Supplies,13,871.81,474.79
2022-12-16,East,Technology,8,1016.35,372.55
2022-05-05,West,Technology,3,843.29,469.45
2022-11-28,West,Office Supplies,3,323.79,-311.17
2024-03-18,East,Technology,8,1285.41,-234.86
2023-11-02,Central,Furniture,9,125.36,464.16
2024-12-21,South,Furniture,15,985.75,-92.97
2022-12-17,West,Furniture,6,218.64,-110.06
2022-09-16,East,Technology,7,171.3,151.03
2024-04-26,Central,Furniture,1,1645.48,-398.67
2023-07-10,South,Technology,16,205.89,87.64
2025-01-21,Central,Office Supplies,20,1300.92,-333.58
2023-08-08,South,Technology,13,355.14,109.28
2023-02-18,South,Furniture,2,1384.3,223.0
2024-09-17,East,Office Supplies,13,964.34,481.49
2023-01-16,South,Office Supplies,13,1905.01,32.52
2024-03-14,Central,Technology,18,1477.46,-340.42
2022-09-05,West,Office Supplies,9,1839.49,-310.38
2022-11-08,West,Office Supplies,8,369.85,-90.2
2023-02-19,Central,Technology,19,1985.71,-190.19
2023-03-20,Central,Technology,18,372.7,485.26
2023-07-23,West,Office Supplies,4,106.79,80.35
2024-01-13,West,Furniture,11,1567.9,-218.75
2024-02-05,Central,Furniture,5,1127.34,-25.89
2022-11-01,Central,Technology,5,1964.29,399.53
2023-06-09,South,Office Supplies,2,189.97,-288.37
2023-04-27,East,Furniture,5,23.61,173.01
2024-04-09,South,Technology,8,1657.42,492.86
2023-07-11,West,Technology,10,1815.02,498.62
2022-06-18,East,Office Supplies,6,659.85,98.15
2022-11-18,Central,Office Supplies,18,253.06,117.47
2023-04-03,West,Furniture,8,1103.8,115.67
2024-09-23,West,Technology,11,1884.38,240.72
2024-05-06,East,Technology,17,834.81,1.08
2022-05-14,Central,Technology,7,1938.29,-207.79
2024-11-23,East,Office Supplies,8,655.93,168.87
2023-03-20,East,Office Supplies,7,252.61,-54.37
2024-07-19,East,Furniture,1,1790.21,-134.6
2023-10-08,South,Office Supplies,5,929.68,-300.05
2023-01-23,East,Furniture,14,290.2,343.02
2024-01-12,Central,Furniture,3,238.42,24.92
2023-08-30,East,Office Supplies,17,1060.75,-439.94
2024-01-06,South,Furniture,11,423.27,235.1
2024-06-25,West,Technology,17,963.15,130.75
2025-04-02,Central,Furniture,20,1557.32,181.27
2023-04-18,East,Office Supplies,2,419.32,-156.71
2023-05-14,Central,Technology,20,322.87,-83.78
2025-02-16,East,Technology,10,523.82,-363.44
2022-11-23,South,Office Supplies,15,581.42,280.36
2022-07-04,South,Furniture,7,559.71,90.74
2024-04-07,South,Furniture,19,575.23,482.46
2024-09-03,Central,Furniture,16,1797.8,408.41
2023-05-20,Central,Office Supplies,8,983.2,-382.83
2022-07-21,East,Technology,4,784.99,-285.15
2022-06-26,East,Technology,14,1299.7,307.15
2023-11-26,East,Technology,2,450.25,450.51
2024-05-23,East,Office Supplies,11,1648.34,-272.35
2022-09-01,South,Office Supplies,16,1337.61,-269.49
2022-05-01,South,Office Supplies,11,1002.02,334.43
2023-11-19,East,Furniture,10,862.49,-41.61
2022-07-15,South,Technology,8,290.54,-253.51
2023-10-30,West,Office Supplies,11,537.72,-278.39
2022-11-19,West,Furniture,11,1494.82,252.64
2024-04-11,South,Technology,2,1410.1,178.6
2022-09-06,East,Technology,9,258.65,-377.31
2024-03-05,Central,Technology,8,1292.24,-309.49
2022-08-24,South,Technology,10,1316.66,335.11
2024-05-10,East,Technology,2,1509.26,97.39
2022-05-23,East,Technology,18,1864.92,-26.58
2025-01-04,South,Office Supplies,12,1638.78,-218.02
2025-02-20,East,Office Supplies,20,1070.0,227.83
2022-10-27,East,Technology,11,1939.88,-486.93
2023-07-24,Central,Furniture,9,708.69,-200.44
2025-03-14,South,Furniture,19,85.61,-20.91
2022-08-17,South,Office Supplies,1,1051.45,-212.18
2022-12-16,West,Technology,13,1894.18,418.24
2023-07-15,Central,Furniture,15,941.13,22.94
2023-05-12,West,Furniture,18,1879.82,417.55
2023-05-31,East,Furniture,5,293.22,58.39
2022-07-09,West,Technology,2,1298.3,-357.37
2023-02-09,East,Office Supplies,17,1763.9,-53.72
2023-12-20,South,Office Supplies,14,560.13,-210.33
2023-03-10,South,Technology,4,434.29,397.37
2025-02-18,Central,Technology,9,1561.65,167.34
2024-11-06,Central,Furniture,1,1824.78,391.97
2023-05-15,East,Technology,11,1419.46,186.98
2022-08-02,West,Furniture,1,399.79,-448.71
2024-07-09,South,Technology,2,196.7,-261.93
2024-05-21,West,Office Supplies,14,595.59,227.9
2022-05-10,West,Office Supplies,1,894.42,247.49
2022-11-30,East,Technology,5,204.86,310.05
2022-11-21,East,Furniture,12,1392.17,265.98
2023-03-10,West,Technology,9,68.52,-172.9
2022-10-30,East,Furniture,5,337.07,-341.99
2023-05-14,Central,Technology,16,1746.68,-249.27
2023-07-05,South,Furniture,17,663.89,237.83
2023-09-07,West,Office Supplies,2,1164.94,-286.71
2022-05-28,West,Office Supplies,6,1341.22,262.81
2023-02-02,Central,Office Supplies,8,169.21,151.87
2024-01-16,South,Furniture,1,702.33,-141.25
2024-02-25,South,Office Supplies,5,1446.29,-191.99
2023-08-13,South,Technology,9,81.06,288.98
2024-09-02,West,Technology,18,1499.33,-384.67
2025-03-21,West,Office Supplies,9,376.04,-93.0
2025-01-27,South,Office Supplies,18,942.07,-356.79
2022-12-04,South,Office Supplies,17,838.82,-420.97
2023-01-13,East,Furniture,20,1339.33,144.94
2023-05-15,West,Technology,1,1366.53,6.64
2023-04-27,East,Office Supplies,4,808.9,-118.73
2024-08-25,East,Office Supplies,1,1268.0,-5.95
2022-11-21,East,Furniture,10,1755.56,354.72
2023-12-21,West,Office Supplies,18,115.81,259.67
2023-10-09,Central,Office Supplies,7,1241.77,-104.97
2023-01-14,East,Furniture,13,1630.2,236.93
2024-02-11,South,Office Supplies,8,956.13,239.4
2023-12-12,South,Furniture,7,1374.13,376.89
2024-07-04,South,Office Supplies,2,561.25,-283.23
2022-06-10,West,Technology,7,1615.94,-467.05
2025-02-27,West,Office Supplies,4,1564.64,479.82
2022-06-27,Central,Office Supplies,4,1418.23,297.96
2024-03-08,West,Furniture,14,1596.73,347.14
2022-12-30,East,Office Supplies,1,1252.77,265.88
2025-04-07,South,Furniture,4,435.75,348.5
2025-02-25,West,Technology,4,1775.76,-256.71
2023-03-20,West,Furniture,2,110.19,247.28
2025-01-11,Central,Technology,17,1235.81,347.58
2023-07-07,East,Office Supplies,15,1617.06,292.01
2022-09-18,East,Furniture,14,316.36,166.05
2022-09-03,South,Technology,17,1872.3,-302.54
2023-01-16,West,Office Supplies,8,1206.67,-219.06
2022-06-30,West,Furniture,7,1410.68,-189.84
2022-07-17,West,Office Supplies,12,1640.27,-203.74
2023-09-23,East,Furniture,7,798.18,304.39
2024-07-21,West,Furniture,3,1416.4,-79.4
2024-12-26,South,Office Supplies,14,738.5,402.92
2023-11-03,East,Technology,10,1760.97,-237.54
2024-03-25,East,Office Supplies,13,1145.83,35.26
2023-01-01,West,Technology,3,94.13,-86.57
2022-05-22,Central,Furniture,17,143.1,-154.73
2024-09-25,South,Furniture,9,180.88,268.16
2023-02-23,West,Office Supplies,4,88.41,233.94
2022-09-16,West,Technology,3,383.66,203.39
2025-01-16,East,Furniture,11,782.35,228.14
2022-05-08,West,Technology,1,350.08,191.58
2024-08-26,Central,Office Supplies,1,1690.39,160.9
2022-12-29,West,Technology,11,542.55,-373.28
2023-04-28,West,Technology,14,1616.87,-426.47
2022-12-26,East,Furniture,17,133.62,-295.53
2024-07-03,West,Furniture,6,1243.41,495.5
2024-12-18,East,Office Supplies,5,1023.89,475.66
2024-10-29,South,Office Supplies,2,431.49,-222.11
2022-05-24,East,Office Supplies,6,535.74,-206.54
2024-06-05,South,Office Supplies,6,1223.4,-480.19
2024-07-12,South,Office Supplies,9,1877.98,-212.33
2024-11-16,East,Furniture,18,1364.41,-91.98
2023-10-16,South,Furniture,18,429.1,322.02
2022-04-27,Central,Furniture,3,1286.98,230.1
2023-06-08,West,Office Supplies,19,727.22,-291.86
2023-10-24,South,Technology,9,1260.84,-88.55
2022-09-20,East,Technology,2,1437.97,294.8
2022-05-02,South,Furniture,4,1706.34,-450.6
2023-03-14,East,Office Supplies,13,1301.13,-469.46
2022-06-19,West,Furniture,5,593.03,303.03
2024-05-09,East,Furniture,1,1333.48,-463.98
2022-04-25,Central,Furniture,9,1421.24,113.3
2023-05-29,South,Furniture,16,1644.25,297.43
2025-04-17,East,Furniture,4,1058.0,8.36
2024-04-07,East,Furniture,17,1974.39,357.34
2025-01-23,South,Office Supplies,14,1537.17,-203.04
2024-09-07,East,Office Supplies,20,1831.81,-352.99
2025-03-12,East,Furniture,15,684.82,-396.89
2024-12-14,West,Technology,13,663.52,-88.87
2023-02-28,Central,Furniture,10,1679.67,-308.02
2022-05-21,South,Furniture,11,816.23,-37.1
2022-11-02,West,Technology,20,1569.61,-251.19
2022-11-02,West,Furniture,1,882.09,-364.92
2023-05-11,West,Technology,20,1314.93,-225.44
2024-01-16,East,Office Supplies,20,240.04,392.08
2023-11-24,South,Technology,18,1849.18,180.31
2023-09-10,Central,Furniture,13,1410.39,-322.27
2024-04-16,South,Technology,11,1450.46,-310.88
2022-10-31,West,Furniture,17,1380.39,427.52
2022-07-20,South,Office Supplies,14,1260.91,164.58
2023-04-27,East,Technology,15,150.66,104.83
2024-12-18,South,Furniture,1,230.62,431.44
2023-01-11,South,Technology,15,1683.27,168.72
2023-06-11,Central,Technology,11,855.33,-131.03
2023-01-27,East,Technology,11,1080.31,-283.03
2023-08-22,West,Furniture,16,651.17,424.03
2023-10-27,South,Technology,15,208.49,48.55
2023-11-07,East,Technology,15,1117.55,-396.14
2024-08-12,South,Furniture,5,1631.76,-430.67
2022-04-30,Central,Office Supplies,4,1006.38,179.36
2025-02-12,South,Furniture,3,1825.74,401.98
